term,beta,exp_beta,interpretation,model,n,r_squared,age_centering_mean,source_table,beta_hat,CI_low,CI_high,n_boot_success,outcome,endpoint,model_set,effect_measure,estimator,OR,ci_includes_null,effect_direction,events_exposed,n_exposed,events_total,E_value_point,E_value_CI,endpoint_label,rare_event_warning,interpretation_caution,VIF,note,hl_stat,hl_df,hl_p,hl_groups_used,n_complete_case,prevalence,n_tai_pos,n_tai_neg,events_tai_pos,events_tai_neg,risk_tai_pos,risk_tai_neg,rare_event_warning_tai_pos,rare_event_warning_total,leverage,cooks_d,dfbeta_const,dfbeta_TAI,dfbeta_age,flag_high_leverage,flag_high_cooks,comparison,lr_stat,df_diff,p_value,AIC_linear,AIC_spline
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,0.0074855338109568,0.1008532411648775,-0.0265034362964641,-0.0917356054781819,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0133440904747115,0.0002463848451466,-0.0057313988542428,-0.0259111468752076,0.0057495458345162,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,0.0074855338109568,0.1008532411648775,-0.0265034362964641,-0.0917356054781819,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,0.0074855338109568,0.1008532411648775,-0.0265034362964641,-0.0917356054781819,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,0.0074855338109568,0.1008532411648775,-0.0265034362964641,-0.0917356054781819,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0133440904747115,0.0002463848451466,-0.0057313988542428,-0.0259111468752076,0.0057495458345162,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0133440904747115,0.0002463848451466,-0.0057313988542428,-0.0259111468752076,0.0057495458345162,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0017497558392327,4.5764836682339735e-05,-0.0078857758841585,0.0020723197031616,0.007172862438957,False,False,,,,,,
